exp 2 :,,,,,,,,,,,,,,,,,,,,,,
median,99095,10739,50331,48838,8,45,7,82,10,97, ,average,99095,10739,50331,48838,8,45,7,82,10,97
median,35791,9293,37179,45577,4,43,6,63,16,91, ,average,35791,9293,37179,45577,4,43,6,63,16,91
median,91856,9218,37143,45260,3,44,6,67,7,99, ,average,91856,9218,37143,45260,3,44,6,67,7,99
median,33052,8806,33734,43372,3,88,5,63,7,89, ,average,33052,8806,33734,43372,3,88,5,63,7,89
median,32564,8883,33797,43391,3,42,5,73,5,89, ,average,32564,8883,33797,43391,3,42,5,73,5,89
median,32546,8245,33891,43093,4,41,6,66,6,93, ,average,32546,8245,33891,43093,4,41,6,66,6,93
median,32924,8341,33760,43112,3,43,5,67,7,149, ,average,32924,8341,33760,43112,3,43,5,67,7,149
median,35362,9186,36857,45425,4,83,5,67,7,101, ,average,35362,9186,36857,45425,4,83,5,67,7,101
median,35677,9170,36805,45575,3,42,5,61,6,94, ,average,35677,9170,36805,45575,3,42,5,61,6,94
median,35257,9152,36898,45229,4,70,5,60,7,98, ,average,35257,9152,36898,45229,4,70,5,60,7,98
median,36807,9846,37692,47684,2,44,5,75,6,93, ,average,36807,9846,37692,47684,2,44,5,75,6,93
median,36705,9984,38377,48935,16,40,4,74,7,94, ,average,36705,9984,38377,48935,16,40,4,74,7,94
median,36933,9864,38253,48778,9,43,5,70,7,98, ,average,36933,9864,38253,48778,9,43,5,70,7,98
median,36268,9933,38333,47350,3,51,5,68,7,97, ,average,36268,9933,38333,47350,3,51,5,68,7,97
median,36396,10040,38714,47912,3,43,6,74,7,94, ,average,36396,10040,38714,47912,3,43,6,74,7,94
median,37023,9882,38339,47120,4,43,5,72,7,89, ,average,37023,9882,38339,47120,4,43,5,72,7,89
median,30300,7799,29291,40510,3,44,4,67,6,86, ,average,30300,7799,29291,40510,3,44,4,67,6,86
median,30036,7579,29042,39556,3,41,5,63,6,95, ,average,30036,7579,29042,39556,3,41,5,63,6,95
median,29863,7649,29049,39884,3,46,6,99,7,94, ,average,29863,7649,29049,39884,3,46,6,99,7,94
median,29712,7521,29066,40397,3,46,5,79,5,94, ,average,29712,7521,29066,40397,3,46,5,79,5,94
median,30036,7647,29123,40260,3,41,12,60,5,97, ,average,30036,7647,29123,40260,3,41,12,60,5,97
median,33421,8648,34228,43162,3,40,4,70,6,104, ,average,33421,8648,34228,43162,3,40,4,70,6,104
median,33113,8505,33940,42248,3,38,6,64,7,91, ,average,33113,8505,33940,42248,3,38,6,64,7,91
median,34163,8993,35373,45536,3,41,4,69,6,96, ,average,34163,8993,35373,45536,3,41,4,69,6,96
median,34468,9085,35381,45370,4,43,5,65,6,94, ,average,34468,9085,35381,45370,4,43,5,65,6,94
median,34444,9035,35470,45319,3,42,4,75,6,104, ,average,34444,9035,35470,45319,3,42,4,75,6,104
median,34176,9033,35152,44416,3,41,5,66,6,98, ,average,34176,9033,35152,44416,3,41,5,66,6,98
median,33153,9113,34347,43373,3,39,5,62,6,94, ,average,33153,9113,34347,43373,3,39,5,62,6,94
median,34876,9055,35181,45931,3,43,5,66,7,105, ,average,34876,9055,35181,45931,3,43,5,66,7,105
median,34261,8955,35597,45567,3,43,5,67,7,91, ,average,34261,8955,35597,45567,3,43,5,67,7,91
median,35187,9018,35259,45284,4,40,5,63,6,95, ,average,35187,9018,35259,45284,4,40,5,63,6,95
median,34511,8896,35394,44656,3,44,5,69,5,100, ,average,34511,8896,35394,44656,3,44,5,69,5,100
median,33761,8695,35125,45490,3,44,4,61,6,102, ,average,33761,8695,35125,45490,3,44,4,61,6,102
median,33525,8558,34846,44175,3,42,5,68,6,106, ,average,33525,8558,34846,44175,3,42,5,68,6,106
median,33979,8699,35007,45295,4,46,5,68,7,107, ,average,33979,8699,35007,45295,4,46,5,68,7,107
median,33964,8772,35207,45337,3,41,4,74,6,96, ,average,33964,8772,35207,45337,3,41,4,74,6,96
median,30762,8188,30147,40595,3,44,4,62,5,90, ,average,30762,8188,30147,40595,3,44,4,62,5,90
median,30940,8386,30165,40794,4,63,5,65,5,96, ,average,30940,8386,30165,40794,4,63,5,65,5,96
median,30630,9181,30243,41069,4,49,4,58,5,95, ,average,30630,9181,30243,41069,4,49,4,58,5,95
median,30753,8316,30241,41174,4,48,4,63,6,91, ,average,30753,8316,30241,41174,4,48,4,63,6,91
median,30911,8227,30232,40637,3,40,4,61,5,101, ,average,30911,8227,30232,40637,3,40,4,61,5,101
median,37130,9912,37799,48415,3,45,5,69,7,107, ,average,37130,9912,37799,48415,3,45,5,69,7,107
median,37257,9901,37588,47560,3,44,5,70,6,88, ,average,37257,9901,37588,47560,3,44,5,70,6,88
median,36890,10165,38018,47855,3,39,5,79,6,91, ,average,36890,10165,38018,47855,3,39,5,79,6,91
median,30851,7941,29820,42546,3,83,5,66,5,98, ,average,30851,7941,29820,42546,3,83,5,66,5,98
median,30884,7926,29744,42041,3,39,4,69,5,96, ,average,30884,7926,29744,42041,3,39,4,69,5,96
median,30943,8032,29718,41896,3,40,5,65,5,92, ,average,30943,8032,29718,41896,3,40,5,65,5,92
median,31108,8038,29711,41860,3,42,5,61,6,96, ,average,31108,8038,29711,41860,3,42,5,61,6,96
median,30755,8376,29758,41379,3,40,5,67,7,93, ,average,30755,8376,29758,41379,3,40,5,67,7,93
median,30953,8074,29694,41938,3,37,4,68,5,98, ,average,30953,8074,29694,41938,3,37,4,68,5,98
median,30664,8155,29613,42037,3,42,4,81,5,91, ,average,30664,8155,29613,42037,3,42,4,81,5,91
median,30628,8046,29667,42680,3,45,6,68,6,90, ,average,30628,8046,29667,42680,3,45,6,68,6,90
median,30767,8156,29825,42900,3,89,4,67,6,98, ,average,30767,8156,29825,42900,3,89,4,67,6,98
median,31043,8500,30280,42955,3,40,5,67,6,94, ,average,31043,8500,30280,42955,3,40,5,67,6,94
median,34844,9308,35478,45029,4,41,5,66,7,102, ,average,34844,9308,35478,45029,4,41,5,66,7,102
median,34017,9148,35362,44427,3,41,6,67,6,104, ,average,34017,9148,35362,44427,3,41,6,67,6,104
median,34459,9370,35388,44588,3,45,5,62,7,112, ,average,34459,9370,35388,44588,3,45,5,62,7,112
median,34258,9323,35348,44330,3,43,5,63,7,91, ,average,34258,9323,35348,44330,3,43,5,63,7,91
median,37292,10408,38205,49521,4,41,5,80,6,98, ,average,37292,10408,38205,49521,4,41,5,80,6,98
median,37430,10232,38116,49459,3,49,6,78,7,95, ,average,37430,10232,38116,49459,3,49,6,78,7,95
median,106699,11155,50511,53704,3,49,5,80,6,96, ,average,106699,11155,50511,53704,3,49,5,80,6,96
median,107586,10567,49702,53098,4,46,6,81,6,104, ,average,107586,10567,49702,53098,4,46,6,81,6,104
median,37464,10451,38906,49762,4,42,5,73,6,99, ,average,37464,10451,38906,49762,4,42,5,73,6,99
median,38037,10429,39118,49547,4,44,6,69,6,99, ,average,38037,10429,39118,49547,4,44,6,69,6,99
median,38601,10832,39373,51488,3,42,5,81,7,99, ,average,38601,10832,39373,51488,3,42,5,81,7,99
median,38586,11012,39270,50676,4,52,5,74,6,113, ,average,38586,11012,39270,50676,4,52,5,74,6,113
median,34491,9645,35024,46110,3,39,4,75,6,96, ,average,34491,9645,35024,46110,3,39,4,75,6,96
median,35137,9915,35748,47537,3,48,5,67,6,97, ,average,35137,9915,35748,47537,3,48,5,67,6,97
